timestamp,exchange,product,order_type,usd_value,size,mid_price,num_orders
10/5/22 22:44,binance,ETHUSDT,asks,108254.6187,80.0329,1352.626465,15
10/5/22 22:45,coinbase,BTC-USD,bids,89422.35227,4.4415833,20132.99002,40
10/5/22 22:45,coinbase,BTC-USD,asks,93839.9183,4.659002,20141.63512,12
10/5/22 22:45,coinbase,ETH-USD,bids,94094.55163,69.52912422,1353.311331,20
10/5/22 22:45,coinbase,ETH-USD,asks,98894.98862,73.03772105,1354.02621,37
10/5/22 22:45,binance,BTCUSDT,bids,103227.9428,5.1283,20129.07647,21
10/5/22 22:45,binance,BTCUSDT,asks,99660.45199,4.95067,20130.69988,10
10/5/22 22:45,binance,ETHUSDT,bids,96441.70903,71.2858,1352.888079,25
10/5/22 22:45,binance,ETHUSDT,asks,105432.7871,77.9139,1353.196119,5
10/5/22 22:46,coinbase,BTC-USD,bids,111439.8524,5.5319103,20144.91312,21
10/5/22 22:46,coinbase,BTC-USD,asks,94140.38165,4.67120544,20153.3379,32
10/5/22 22:46,coinbase,ETH-USD,bids,99460.82986,73.49199038,1353.356051,24
10/5/22 22:46,coinbase,ETH-USD,asks,103193.3359,76.21146353,1354.039552,44
10/5/22 22:46,binance,BTCUSDT,bids,113741.0395,5.6469,20142.20891,22
10/5/22 22:46,binance,BTCUSDT,asks,98924.80413,4.91068,20144.82803,24
10/5/22 22:46,binance,ETHUSDT,bids,99382.09863,73.4503,1353.052317,22
10/5/22 22:46,binance,ETHUSDT,asks,93596.17127,69.1572,1353.382891,7
10/5/22 22:47,coinbase,BTC-USD,bids,93266.45001,4.62551221,20163.48585,24
10/5/22 22:47,coinbase,BTC-USD,asks,91581.63125,4.5398184,20172.97239,37
10/5/22 22:47,coinbase,ETH-USD,bids,102172.6564,75.40633607,1354.961158,31
10/5/22 22:47,coinbase,ETH-USD,asks,96675.35638,71.29991342,1355.897248,35
10/5/22 22:47,binance,BTCUSDT,bids,107878.5619,5.35152,20158.48991,15
10/5/22 22:47,binance,BTCUSDT,asks,99386.51417,4.92969,20160.80406,14
10/5/22 22:47,binance,ETHUSDT,bids,101177.8581,74.6784,1354.847695,21
10/5/22 22:47,binance,ETHUSDT,asks,102838.2872,75.8648,1355.546804,23
10/5/22 22:48,coinbase,BTC-USD,bids,107323.6022,5.32672842,20148.12729,24
10/5/22 22:48,coinbase,BTC-USD,asks,110030.9807,5.45868705,20157.04138,37
10/5/22 22:48,coinbase,ETH-USD,bids,95170.5719,70.27749924,1354.211133,26
10/5/22 22:48,coinbase,ETH-USD,asks,102834.6932,75.9000565,1354.869784,22
10/5/22 22:48,binance,BTCUSDT,bids,95348.41978,4.73243,20147.87747,11
10/5/22 22:48,binance,BTCUSDT,asks,106210.5385,5.27105,20149.78771,15
10/5/22 22:48,binance,ETHUSDT,bids,92884.93503,68.5852,1354.299981,10
10/5/22 22:48,binance,ETHUSDT,asks,105085.5692,77.5774,1354.589987,18
10/5/22 22:50,coinbase,BTC-USD,bids,87480.0785,4.3421957,20146.50756,20
10/5/22 22:50,coinbase,BTC-USD,asks,98049.59798,4.86476793,20155.04118,55
10/5/22 22:51,coinbase,BTC-USD,bids,106792.9724,5.29985281,20150.17703,32
10/5/22 22:51,coinbase,BTC-USD,asks,101867.1349,5.05308303,20159.40254,24
10/5/22 22:51,coinbase,ETH-USD,bids,100319.9609,74.10335281,1353.784371,41
10/5/22 22:51,coinbase,ETH-USD,asks,101735.7299,75.11569626,1354.387099,24
10/5/22 22:51,binance,BTCUSDT,bids,87204.40706,4.32791,20149.31158,6
10/5/22 22:51,binance,BTCUSDT,asks,104276.8362,5.17466,20151.43723,24
10/5/22 22:51,binance,ETHUSDT,bids,81459.21796,60.1729,1353.752569,7
10/5/22 22:51,binance,ETHUSDT,asks,99238.89889,73.2877,1354.100332,22
10/5/22 22:54,coinbase,BTC-USD,bids,98904.2976,4.90379829,20168.91637,35
10/5/22 22:54,coinbase,BTC-USD,asks,107918.1689,5.34851448,20177.2229,22
10/5/22 22:54,coinbase,ETH-USD,bids,101113.9326,74.63073581,1354.856434,32
10/5/22 22:54,coinbase,ETH-USD,asks,97765.21679,72.1213385,1355.565757,22
10/5/22 22:54,binance,BTCUSDT,bids,106702.7406,5.29068,20168.0579,9
10/5/22 22:54,binance,BTCUSDT,asks,102536.1916,5.08331,20171.14667,32
10/5/22 22:54,binance,ETHUSDT,bids,99650.38938,73.5481,1354.900934,13
10/5/22 22:54,binance,ETHUSDT,asks,94437.47545,69.6869,1355.168266,17
10/5/22 22:55,coinbase,BTC-USD,bids,105339.7883,5.22027532,20178.97176,35
10/5/22 22:55,coinbase,BTC-USD,asks,97109.70207,4.81051128,20186.98147,28
10/6/22 0:04,coinbase,BTC-USD,bids,83776.01348,4.15074133,20183.38577,20
10/6/22 0:04,coinbase,BTC-USD,asks,94524.94931,4.68137538,20191.70471,36
10/6/22 0:04,coinbase,ETH-USD,bids,103317.3585,76.3187959,1353.760333,37
10/6/22 0:04,coinbase,ETH-USD,asks,97045.78538,71.64730192,1354.49323,31
10/6/22 0:04,binance,BTCUSDT,bids,97844.55062,4.84794,20182.7066,14
10/6/22 0:04,binance,BTCUSDT,asks,88479.10888,4.38358,20184.21219,13
10/6/22 0:04,binance,ETHUSDT,bids,102319.2335,75.5714,1353.94122,7
10/6/22 0:04,binance,ETHUSDT,asks,102562.4713,75.7299,1354.319381,19
10/6/22 0:05,coinbase,BTC-USD,bids,103098.4826,5.10065174,20212.80571,19
10/6/22 0:05,coinbase,BTC-USD,asks,119748.4694,5.92182426,20221.55069,37
10/6/22 0:06,coinbase,ETH-USD,bids,101117.8375,74.60518863,1355.372721,28
10/6/22 0:06,coinbase,ETH-USD,asks,91755.42448,67.66051489,1356.114783,23
10/6/22 0:06,binance,BTCUSDT,bids,103285.0848,5.11108,20208.07437,14
10/6/22 0:06,binance,BTCUSDT,asks,100238.6616,4.9597,20210.62999,28
10/6/22 0:06,binance,ETHUSDT,bids,99338.67702,73.2857,1355.498781,14
10/6/22 0:06,binance,ETHUSDT,asks,116605.4681,86.0138,1355.66,1
10/6/22 0:07,coinbase,BTC-USD,bids,108310.2494,5.34780367,20253.22097,32
10/6/22 0:07,coinbase,BTC-USD,asks,104727.9667,5.1684068,20263.10442,21
10/6/22 0:07,coinbase,ETH-USD,bids,100686.6271,74.16597971,1357.585075,21
10/6/22 0:07,coinbase,ETH-USD,asks,109562.75,80.6579169,1358.363248,18
10/6/22 0:07,binance,BTCUSDT,bids,98944.6186,4.88587,20251.17709,27
10/6/22 0:07,binance,BTCUSDT,asks,93379.61555,4.61043,20253.9927,12
10/6/22 0:07,binance,ETHUSDT,bids,99484.08163,73.2785,1357.61624,19
10/6/22 0:07,binance,ETHUSDT,asks,99450.0438,73.234,1357.976402,14
10/6/22 0:08,coinbase,BTC-USD,bids,97804.72443,4.83694833,20220.33682,34
10/6/22 0:08,coinbase,BTC-USD,asks,111097.9763,5.49175968,20229.94135,15
10/6/22 0:08,coinbase,ETH-USD,bids,96905.12992,71.42378843,1356.76267,21
10/6/22 0:08,coinbase,ETH-USD,asks,102840.1999,75.75436228,1357.548223,33
10/6/22 0:08,binance,BTCUSDT,bids,98704.95733,4.88341,20212.30192,26
10/6/22 0:08,binance,BTCUSDT,asks,98762.41532,4.88553,20215.29196,21
10/6/22 0:08,binance,ETHUSDT,bids,99318.91293,73.222,1356.408087,18
10/6/22 0:08,binance,ETHUSDT,asks,78046.09051,57.5293,1356.632021,8
10/6/22 0:09,coinbase,BTC-USD,bids,96400.09312,4.77346838,20194.97888,35
10/6/22 0:09,coinbase,BTC-USD,asks,90014.2712,4.45560796,20202.46665,20
10/6/22 0:09,coinbase,ETH-USD,bids,112745.2772,83.21386917,1354.885649,31
10/6/22 0:09,coinbase,ETH-USD,asks,99856.90869,73.66828461,1355.493877,18
10/6/22 0:09,binance,BTCUSDT,bids,96440.22634,4.77564,20194.19938,24
10/6/22 0:09,binance,BTCUSDT,asks,97149.80335,4.80967,20198.8501,42
10/6/22 0:09,binance,ETHUSDT,bids,92722.39325,68.4229,1355.136851,5
10/6/22 0:09,binance,ETHUSDT,asks,102839.3691,75.871,1355.450292,14
10/6/22 0:10,coinbase,BTC-USD,bids,91216.23424,4.50789695,20234.76474,22
10/6/22 0:10,coinbase,BTC-USD,asks,106953.5745,5.28311214,20244.42633,7
10/6/22 0:10,coinbase,ETH-USD,bids,103573.8896,76.24776997,1358.385821,28
10/6/22 0:10,coinbase,ETH-USD,asks,102195.5875,75.19514194,1359.071675,15
10/6/22 0:10,binance,BTCUSDT,bids,102527.131,5.06703,20234.16696,18
10/6/22 0:10,binance,BTCUSDT,asks,103086.968,5.09406,20236.70079,6
10/6/22 0:10,binance,ETHUSDT,bids,101568.5174,74.765,1358.503543,3
10/6/22 0:10,binance,ETHUSDT,asks,99412.69971,73.1686,1358.679812,11
10/6/22 0:11,coinbase,BTC-USD,bids,102799.97,5.07751233,20246.12908,29
10/6/22 0:11,coinbase,BTC-USD,asks,81424.09072,4.01996916,20254.90432,27
10/6/22 0:11,coinbase,ETH-USD,bids,103807.4897,76.37581636,1359.167007,43
10/6/22 0:11,coinbase,ETH-USD,asks,95365.67116,70.13084032,1359.825017,19
10/6/22 0:11,binance,BTCUSDT,bids,104283.4402,5.15129,20244.14082,21
10/6/22 0:11,binance,BTCUSDT,asks,100413.8306,4.95955,20246.5608,10
10/6/22 0:11,binance,ETHUSDT,bids,93155.4654,68.5411,1359.118331,12
10/6/22 0:11,binance,ETHUSDT,asks,116570.4813,85.7554,1359.33692,4
10/6/22 0:12,coinbase,BTC-USD,bids,116247.9316,5.73882165,20256.41128,22
10/6/22 0:12,coinbase,BTC-USD,asks,107048.7684,5.28267065,20264.13825,30
10/6/22 0:12,coinbase,ETH-USD,bids,102896.8657,75.6722624,1359.769914,23
10/6/22 0:12,coinbase,ETH-USD,asks,104847.8759,77.07060992,1360.413211,26
10/6/22 0:12,binance,BTCUSDT,bids,100007.2004,4.93847,20250.64451,38
10/6/22 0:12,binance,BTCUSDT,asks,87372.85478,4.31405,20253.09275,7
10/6/22 0:12,binance,ETHUSDT,bids,101469.0203,74.6311,1359.607728,13
10/6/22 0:12,binance,ETHUSDT,asks,113732.1027,83.6328,1359.898302,7
10/6/22 0:13,coinbase,BTC-USD,bids,96118.26764,4.74681188,20249.01556,22
10/6/22 0:13,coinbase,BTC-USD,asks,99629.49593,4.91806568,20257.86201,42
10/6/22 0:13,coinbase,ETH-USD,bids,97549.23769,71.7047185,1360.429826,16
10/6/22 0:13,coinbase,ETH-USD,asks,99722.47939,73.26155412,1361.184329,21
10/6/22 0:13,binance,BTCUSDT,bids,98093.88936,4.843,20254.7779,26
10/6/22 0:13,binance,BTCUSDT,asks,93655.05136,4.62326,20257.36198,20
10/6/22 0:13,binance,ETHUSDT,bids,94637.8462,69.5766,1360.196477,15
10/6/22 0:13,binance,ETHUSDT,asks,93798.97729,68.9424,1360.541224,11
10/6/22 0:14,coinbase,BTC-USD,bids,110794.212,5.47161953,20248.88817,28
10/6/22 0:14,coinbase,BTC-USD,asks,103315.4776,5.10026538,20256.88271,15
10/6/22 0:14,coinbase,ETH-USD,bids,100268.3041,73.73164254,1359.908727,30
10/6/22 0:14,coinbase,ETH-USD,asks,95948.00095,70.52341085,1360.512769,23
10/6/22 0:14,binance,BTCUSDT,bids,99971.5765,4.93689,20249.90966,20
10/6/22 0:14,binance,BTCUSDT,asks,102929.0814,5.08221,20252.81941,25
10/6/22 0:14,binance,ETHUSDT,bids,102087.2906,75.0763,1359.780524,4
10/6/22 0:14,binance,ETHUSDT,asks,99496.01124,73.1543,1360.08425,18
10/6/22 0:15,coinbase,BTC-USD,bids,106581.6722,5.26479356,20244.2263,22
10/6/22 0:15,coinbase,BTC-USD,asks,99639.27381,4.91958788,20253.58145,29
10/6/22 0:15,coinbase,ETH-USD,bids,103745.2749,76.29781291,1359.741137,28
10/6/22 0:15,coinbase,ETH-USD,asks,100783.4444,74.07883796,1360.489003,20
10/6/22 0:15,binance,BTCUSDT,bids,90584.38825,4.4738,20247.75096,8
10/6/22 0:15,binance,BTCUSDT,asks,100957.3284,4.9856,20249.78506,19
10/6/22 0:15,binance,ETHUSDT,bids,101557.3007,74.7036,1359.469968,25
10/6/22 0:15,binance,ETHUSDT,asks,79397.86614,58.3898,1359.79,1
10/6/22 0:16,coinbase,BTC-USD,bids,105823.0704,5.22903853,20237.57709,23
10/6/22 0:16,coinbase,BTC-USD,asks,101812.3786,5.02896198,20245.20747,24
10/6/22 0:16,coinbase,ETH-USD,bids,103702.1321,76.32656786,1358.663635,20
10/6/22 0:16,coinbase,ETH-USD,asks,99213.22719,72.99075665,1359.257415,21
10/6/22 0:16,binance,BTCUSDT,bids,95107.50562,4.70049,20233.53004,28
10/6/22 0:16,binance,BTCUSDT,asks,105916.6927,5.23386,20236.8219,22
10/6/22 0:16,binance,ETHUSDT,bids,106085.7229,78.0959,1358.403231,6
10/6/22 0:16,binance,ETHUSDT,asks,115978.9684,85.3557,1358.772389,16
10/6/22 0:17,coinbase,BTC-USD,bids,77932.91987,3.84995816,20242.53684,36
10/6/22 0:17,coinbase,BTC-USD,asks,101770.4472,5.02563074,20250.2835,18
10/6/22 0:18,coinbase,ETH-USD,bids,99195.7543,72.94895664,1359.796752,31
10/6/22 0:18,coinbase,ETH-USD,asks,99486.88552,73.13268943,1360.361369,17
10/6/22 0:18,binance,BTCUSDT,bids,85798.46748,4.23869,20241.74155,16
10/6/22 0:18,binance,BTCUSDT,asks,108857.7462,5.37724,20244.1673,10
10/6/22 0:18,binance,ETHUSDT,bids,101854.4537,74.9039,1359.801742,12
10/6/22 0:18,binance,ETHUSDT,asks,105058.5463,77.2415,1360.13084,21
10/6/22 0:19,coinbase,BTC-USD,bids,111191.1967,5.48759466,20262.28313,31
10/6/22 0:19,coinbase,BTC-USD,asks,85193.76232,4.20307285,20269.3994,14
10/6/22 0:19,coinbase,ETH-USD,bids,100500.7208,73.71889572,1363.296612,22
10/6/22 0:19,coinbase,ETH-USD,asks,97555.70502,71.52356247,1363.965967,17
10/6/22 0:19,binance,BTCUSDT,bids,109790.6242,5.41619,20270.82216,9
10/6/22 0:19,binance,BTCUSDT,asks,92696.33215,4.57229,20273.50237,29
10/6/22 0:19,binance,ETHUSDT,bids,111775.9952,81.9861,1363.352998,3
10/6/22 0:19,binance,ETHUSDT,asks,95940.69221,70.3515,1363.733427,33
10/6/22 0:20,coinbase,BTC-USD,bids,100081.3918,4.93555628,20277.63157,23
10/6/22 0:20,coinbase,BTC-USD,asks,91780.6358,4.52447364,20285.37309,33
10/6/22 0:20,coinbase,ETH-USD,bids,106275.8397,77.88519479,1364.519149,28
10/6/22 0:20,coinbase,ETH-USD,asks,98294.71518,71.98895626,1365.413812,21
10/6/22 0:20,binance,BTCUSDT,bids,101404.1982,5.00224,20271.7579,7
10/6/22 0:20,binance,BTCUSDT,asks,105611.4829,5.20924,20273.87544,11
10/6/22 0:20,binance,ETHUSDT,bids,97743.76051,71.6396,1364.381718,18
10/6/22 0:20,binance,ETHUSDT,asks,108431.356,79.4494,1364.785083,17
10/6/22 0:21,coinbase,BTC-USD,bids,99212.44484,4.89090599,20285.08523,29
10/6/22 0:21,coinbase,BTC-USD,asks,99549.51558,4.90577131,20292.32699,6
10/6/22 0:21,coinbase,ETH-USD,bids,103783.3838,75.95951879,1366.298595,35
10/6/22 0:21,coinbase,ETH-USD,asks,105089.9253,76.86837334,1367.141267,26
10/6/22 0:21,binance,BTCUSDT,bids,86788.08668,4.27903,20282.18701,6
10/6/22 0:21,binance,BTCUSDT,asks,101062.3035,4.98237,20283.98202,12
10/6/22 0:21,binance,ETHUSDT,bids,86515.45512,63.3285,1366.13776,20
10/6/22 0:21,binance,ETHUSDT,asks,127157.33,93.0522,1366.516106,3
10/6/22 0:22,coinbase,BTC-USD,bids,96531.32643,4.76415247,20262.0145,18
10/6/22 0:22,coinbase,BTC-USD,asks,96043.28112,4.73826219,20269.72702,30
10/6/22 0:22,coinbase,ETH-USD,bids,101769.5618,74.62479418,1363.749983,29
10/6/22 0:22,coinbase,ETH-USD,asks,100854.3476,73.91653719,1364.435503,27
10/6/22 0:22,binance,BTCUSDT,bids,116799.2688,5.76543,20258.55292,8
10/6/22 0:22,binance,BTCUSDT,asks,97948.55258,4.83439,20260.78835,31
10/6/22 0:22,binance,ETHUSDT,bids,111635.0491,81.8398,1364.067961,4
10/6/22 0:22,binance,ETHUSDT,asks,109136.4151,79.9897,1364.380853,18
10/6/22 0:23,coinbase,BTC-USD,bids,108058.4693,5.33311388,20261.79672,29
10/6/22 0:23,coinbase,BTC-USD,asks,75592.16336,3.72961055,20268.11174,15
10/6/22 0:23,coinbase,ETH-USD,bids,93794.88312,68.72707075,1364.744374,28
10/6/22 0:23,coinbase,ETH-USD,asks,101907.4676,74.64048134,1365.310965,17
10/6/22 0:23,binance,BTCUSDT,bids,99990.57505,4.9359,20257.82027,12
10/6/22 0:23,binance,BTCUSDT,asks,101959.5713,5.03224,20261.26959,30
10/6/22 0:23,binance,ETHUSDT,bids,101176.3998,74.1215,1365.007451,9
10/6/22 0:23,binance,ETHUSDT,asks,103767.1237,75.992,1365.500628,20
10/6/22 0:24,coinbase,BTC-USD,bids,113657.5764,5.60888913,20263.83011,15
10/6/22 0:24,coinbase,BTC-USD,asks,105582.034,5.20835871,20271.65176,20
10/6/22 0:24,coinbase,ETH-USD,bids,97288.33816,71.29250136,1364.63634,18
10/6/22 0:24,coinbase,ETH-USD,asks,100888.8886,73.89745492,1365.255254,27
10/6/22 0:24,binance,BTCUSDT,bids,99241.67253,4.89932,20256.21362,44
10/6/22 0:24,binance,BTCUSDT,asks,100268.5088,4.94837,20262.93684,46
10/6/22 0:24,binance,ETHUSDT,bids,103266.0204,75.6599,1364.871225,4
10/6/22 0:24,binance,ETHUSDT,asks,100034.8899,73.278,1365.142197,18
10/6/22 0:25,coinbase,BTC-USD,bids,105122.3534,5.18990643,20255.15389,38
10/6/22 0:25,coinbase,BTC-USD,asks,92839.98069,4.58158527,20263.72428,21
10/6/22 0:25,coinbase,ETH-USD,bids,104434.3246,76.5230873,1364.742698,26
10/6/22 0:25,coinbase,ETH-USD,asks,101965.7248,74.67718225,1365.420089,24
10/6/22 0:25,binance,BTCUSDT,bids,101646.5145,5.01937,20250.85111,15
10/6/22 0:25,binance,BTCUSDT,asks,83625.6708,4.12915,20252.51463,7
10/6/22 0:25,binance,ETHUSDT,bids,97332.61749,71.3102,1364.918588,10
10/6/22 0:25,binance,ETHUSDT,asks,96886.41042,70.9678,1365.216484,19
10/6/22 0:26,coinbase,BTC-USD,bids,107084.2696,5.28798668,20250.48021,17
10/6/22 0:26,coinbase,BTC-USD,asks,100558.2257,4.96357145,20259.24815,29
10/6/22 0:26,coinbase,ETH-USD,bids,102259.9646,74.91894209,1364.941385,25
10/6/22 0:26,coinbase,ETH-USD,asks,104213.3977,76.31740537,1365.525952,21
10/6/22 0:26,binance,BTCUSDT,bids,100125.4058,4.94467,20249.15835,8
10/6/22 0:26,binance,BTCUSDT,asks,97790.50851,4.82866,20252.10069,33
10/6/22 0:26,binance,ETHUSDT,bids,113300.9353,82.9952,1365.150458,3
10/6/22 0:26,binance,ETHUSDT,asks,96778.03396,70.8799,1365.380509,14
10/6/22 0:27,coinbase,BTC-USD,bids,92984.32656,4.59364062,20241.96803,51
10/6/22 0:27,coinbase,BTC-USD,asks,89798.20931,4.4344196,20250.27341,19
10/6/22 0:27,coinbase,ETH-USD,bids,99100.08635,72.62515324,1364.5422,24
10/6/22 0:27,coinbase,ETH-USD,asks,99518.41335,72.89952495,1365.144882,22
10/6/22 0:27,binance,BTCUSDT,bids,100413.0968,4.96105,20240.29122,27
10/6/22 0:27,binance,BTCUSDT,asks,97606.22681,4.82193,20242.14927,18
10/6/22 0:27,binance,ETHUSDT,bids,95225.67015,69.7831,1364.595012,16
10/6/22 0:27,binance,ETHUSDT,asks,99096.22826,72.5965,1365.027629,20
10/6/22 0:28,coinbase,BTC-USD,bids,79711.33723,3.93892101,20236.84583,6
10/6/22 0:28,coinbase,BTC-USD,asks,98774.24027,4.8792415,20243.7695,41
10/6/22 0:28,coinbase,ETH-USD,bids,88561.84062,64.92941672,1363.970987,14
10/6/22 0:28,coinbase,ETH-USD,asks,98613.21232,72.26236742,1364.655156,28
10/6/22 0:28,binance,BTCUSDT,bids,100818.7309,4.98338,20230.994,23
10/6/22 0:28,binance,BTCUSDT,asks,97856.92582,4.83652,20232.92074,18
10/6/22 0:28,binance,ETHUSDT,bids,104393.8241,76.5494,1363.744512,18
10/6/22 0:28,binance,ETHUSDT,asks,97115.53435,71.1964,1364.051193,5
10/6/22 0:29,coinbase,BTC-USD,bids,91503.14239,4.51948832,20246.35001,24
10/6/22 0:29,coinbase,BTC-USD,asks,100152.5499,4.94447173,20255.4601,25
10/6/22 0:29,coinbase,ETH-USD,bids,101756.436,74.63017747,1363.475734,26
10/6/22 0:29,coinbase,ETH-USD,asks,102063.1077,74.82126679,1364.092217,16
10/6/22 0:29,binance,BTCUSDT,bids,114374.7124,5.64979,20244.06437,23
10/6/22 0:29,binance,BTCUSDT,asks,97588.03796,4.81988,20246.98498,33
10/6/22 0:29,binance,ETHUSDT,bids,101473.3214,74.4323,1363.296868,20
10/6/22 0:29,binance,ETHUSDT,asks,105896.3567,77.6589,1363.608764,3
10/6/22 0:30,coinbase,BTC-USD,bids,113166.6629,5.58292221,20270.14862,26
10/6/22 0:30,coinbase,BTC-USD,asks,109808.1814,5.41511889,20278.07398,27
10/6/22 0:30,coinbase,ETH-USD,bids,93525.71835,68.44905604,1366.355122,15
10/6/22 0:30,coinbase,ETH-USD,asks,98398.83105,71.9805581,1367.019563,24
10/6/22 0:30,binance,BTCUSDT,bids,101117.8659,4.98926,20267.10692,31
10/6/22 0:30,binance,BTCUSDT,asks,89174.01751,4.39927,20270.18517,13
10/6/22 0:30,binance,ETHUSDT,bids,101221.0687,74.0746,1366.474725,13
10/6/22 0:30,binance,ETHUSDT,asks,97183.10213,71.103,1366.793274,12
10/6/22 0:31,coinbase,BTC-USD,bids,107648.0624,5.30455069,20293.53072,9
10/6/22 0:31,coinbase,BTC-USD,asks,128979.5563,6.35362246,20300.16059,30
10/6/22 0:31,coinbase,ETH-USD,bids,100987.2583,73.86696761,1367.150454,24
10/6/22 0:31,coinbase,ETH-USD,asks,94855.62635,69.35164727,1367.748714,28
10/6/22 0:32,binance,BTCUSDT,bids,94327.23211,4.64936,20288.21862,26
10/6/22 0:32,binance,BTCUSDT,asks,100623.6961,4.95886,20291.69932,20
10/6/22 0:32,binance,ETHUSDT,bids,80475.24076,58.8493,1367.48,1
10/6/22 0:32,binance,ETHUSDT,asks,100968.2473,73.8251,1367.668277,19
10/6/22 0:33,coinbase,BTC-USD,bids,100121.4149,4.93459175,20289.70582,27
10/6/22 0:33,coinbase,BTC-USD,asks,101685.5753,5.00966927,20297.86196,48
10/6/22 0:33,coinbase,ETH-USD,bids,95436.20587,69.84079353,1366.482267,24
10/6/22 0:33,coinbase,ETH-USD,asks,95371.84591,69.75049133,1367.328661,21
10/6/22 0:33,binance,BTCUSDT,bids,85932.6796,4.23411,20295.3347,13
10/6/22 0:33,binance,BTCUSDT,asks,89251.00558,4.39697,20298.2976,31
10/6/22 0:33,binance,ETHUSDT,bids,73827.35482,54.0155,1366.780921,5
10/6/22 0:33,binance,ETHUSDT,asks,108463.5712,79.3415,1367.047147,16
10/6/22 0:34,coinbase,BTC-USD,bids,79586.74351,3.92602665,20271.57495,32
10/6/22 0:34,coinbase,BTC-USD,asks,96318.90833,4.74955586,20279.56111,38
10/6/22 0:34,coinbase,ETH-USD,bids,96938.34691,71.04068524,1364.546901,23
10/6/22 0:34,coinbase,ETH-USD,asks,105396.6866,77.20671117,1365.123381,27
10/6/22 0:34,binance,BTCUSDT,bids,99623.13406,4.91487,20269.73939,22
10/6/22 0:34,binance,BTCUSDT,asks,101978.1591,5.0302,20273.18181,54
10/6/22 0:34,binance,ETHUSDT,bids,110473.5069,80.961,1364.527451,19
10/6/22 0:34,binance,ETHUSDT,asks,107293.2548,78.6083,1364.91,1
10/6/22 0:35,coinbase,BTC-USD,bids,102273.9145,5.04518442,20271.59088,32
10/6/22 0:35,coinbase,BTC-USD,asks,98845.46571,4.87368923,20281.44616,32
10/6/22 0:35,coinbase,ETH-USD,bids,102453.506,75.02312134,1365.625746,41
10/6/22 0:35,coinbase,ETH-USD,asks,95176.13963,69.6543149,1366.406945,20
10/6/22 0:35,binance,BTCUSDT,bids,99636.28427,4.91413,20275.46774,29
10/6/22 0:35,binance,BTCUSDT,asks,95308.51647,4.70001,20278.36461,13
10/6/22 0:35,binance,ETHUSDT,bids,118126.9682,86.4694,1366.112962,5
10/6/22 0:35,binance,ETHUSDT,asks,103242.8646,75.5571,1366.421747,19
10/6/22 0:36,coinbase,BTC-USD,bids,85775.95171,4.23196991,20268.5637,17
10/6/22 0:36,coinbase,BTC-USD,asks,100101.3683,4.93702228,20275.65658,34
10/6/22 0:36,coinbase,ETH-USD,bids,90364.71093,66.18606165,1365.31331,24
10/6/22 0:36,coinbase,ETH-USD,asks,103373.2043,75.67850581,1365.951972,24
10/6/22 0:36,binance,BTCUSDT,bids,108395.9286,5.35223,20252.47955,40
10/6/22 0:36,binance,BTCUSDT,asks,100204.7198,4.94614,20259.1758,47
10/6/22 0:36,binance,ETHUSDT,bids,99995.64377,73.2631,1364.884147,17
10/6/22 0:36,binance,ETHUSDT,asks,94527.55695,69.2475,1365.068153,4
10/6/22 0:37,coinbase,BTC-USD,bids,106602.7446,5.26943871,20230.37945,16
